state_id,a1,a2,a3,m,gamma,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_formula_minus_verified_margin,recovery_alias_trigger_grid,recovery_alias_a1_grid,recovery_alias_m_grid,recovery_alias_gamma_grid,global_alias_margin_grid_verified,global_alias_margin_grid_formula,global_alias_trigger_grid
33051,0.09684578082524241,0.025,0.0,1.0522715061903,0.019148160540206863,0.002492814308694486,0.0024928144977265795,1.8903209336382232e-10,gamma_high,0.0974063014539609,1.048,0.03162277660168379,0.007061893512546473,0.007061893352002049,gamma_high
33052,0.11518497983925045,0.025,0.0,0.5254244394600391,0.03252585040889299,0.0009226530073868038,0.000922656304103814,3.2967170101672397e-09,gamma_low,0.11473905036475518,0.528,0.025118864315095794,0.005253628897468918,0.0052536295603621014,gamma_high
33053,0.18472963157109917,0.025,0.0,1.1669119596481323,0.10852757157217728,0.008283861940899058,0.008283862474554059,5.336550003981477e-10,gamma_low,0.18251465370505407,1.1760000000000002,0.08317637711026708,0.02257958662241519,0.022579586531598188,gamma_low
33054,0.13901925748214128,0.025,0.0,0.6171808362007141,0.013013355409799914,0.0007030603073653401,0.0007030555212141393,-4.786151200841457e-09,gamma_high,0.13926508871918872,0.616,0.016595869074375606,0.004624067099947819,0.004624067871081005,gamma_high
33055,0.06707141799852252,0.025,0.0,0.8756452985107899,0.39044976322879826,0.005587177423139898,0.005587177347788809,-7.535108908357513e-11,m_high,0.06479199250782755,0.912,0.31622776601683794,0.017028925222527802,0.017028925199622902,m_low
33056,0.06521789603866637,0.025,0.0,0.514899768680334,0.14158366884962784,0.003081166091485133,0.0030811660516835916,-3.9801541402983975e-11,gamma_high,0.06705279854481215,0.496,0.19054607179632474,0.0054533877989969915,0.005453387874389048,gamma_low
33057,0.13625936345197262,0.025,0.0,1.1798735812306402,0.047214996526786325,0.0033931734812227498,0.003393171325951488,-2.155271261808367e-09,gamma_high,0.13691792679119025,1.1760000000000002,0.057543993733715694,0.010567390968931249,0.01056739065091869,gamma_low
33058,0.18193227462470535,0.025,0.0,0.6299945667386055,0.5268639453762634,0.008913207076589139,0.008913207432452787,3.5586364757755895e-10,a1_high,0.19050555140862946,0.5840000000000001,0.6309573444801934,0.031937755564413584,0.031937755713546005,gamma_low
33059,0.1132207527756691,0.025,0.0,0.8650702975690365,0.015816812903950796,0.0007021635249146263,0.0007021611654016538,-2.359512972483456e-09,gamma_high,0.11339159897730856,0.8640000000000001,0.019054607179632473,0.0049796912679293485,0.004979691641380829,gamma_high
33060,0.09404011014848948,0.025,0.0,0.7384078428149223,0.09464454281745965,0.003394825532567169,0.0033948264614484386,9.28881269644799e-10,gamma_high,0.09522237584886606,0.728,0.12022644346174131,0.007681882520912666,0.00768188235521802,gamma_low
33061,0.16361447852104904,0.025,0.0,0.9531489603221416,0.28348655877510553,0.012466621447033976,0.012466621418409854,-2.862412216975141e-11,m_high,0.15866893567771798,0.984,0.2187761623949553,0.032457164789838476,0.032457164680124474,gamma_low
33062,0.1554588888306171,0.025,0.0,0.40341719314455987,0.025376259706937927,0.0015736415576160926,0.0015736372323423983,-4.3252736943270864e-09,gamma_high,0.15650603001028354,0.4,0.03630780547701014,0.0017530415818999188,0.0017530399074572843,gamma_low
33063,0.08351795380003751,0.025,0.0,1.0886264368891716,0.8481641679998883,0.003740934404037431,0.0037409345971697937,1.931323625331549e-10,m_low,0.08534436554414143,1.056,0.9120108393559097,0.20526206700828856,0.20526206700707222,m_low
