state_id,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_alias_trigger_verified,grid_alias_a1_verified,grid_alias_m_verified,grid_alias_gamma_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
22595,0.011703777567982267,0.011703777380575276,gamma_high,0.11018393176768439,1.1760000000000002,0.25118864315095807,0.007052052454462318,-0.004651725113519949,continuous_direct_verified,gamma_high,0.10990377869448138,1.1808302079471122,0.24544930180277455,0.0021310094277418867,0.01860283788719075,1.2
7402,0.016507590311905965,0.01650759007566617,a1_low,0.16726984353873386,0.664,0.8709635899560806,0.003463039115408878,-0.013044551196497087,continuous_direct_verified,m_high,0.16864190572877244,0.6568518790602684,0.8949086861192307,0.00405528604979799,0.030000000000000027,1.082822583184582
16461,0.01358955408877996,0.013589554287051534,a1_low,0.19267472860565588,0.8400000000000001,0.41686938347033553,0.007814860038281952,-0.005774694050498007,continuous_direct_verified,a1_low,0.19296707857069262,0.8401868748262518,0.4199134704862104,0.005003513054506137,0.028459327925741018,1.1354090305235773
21261,0.009542263883620805,0.009542263776186721,gamma_low,0.19407674754851253,0.936,0.09549925860214359,0.005530146774999754,-0.004012117108621051,continuous_direct_verified,gamma_low,0.19503001138997547,0.9311622346457359,0.1059618913524577,0.001974712158913733,0.008613673847567727,1.2
23257,0.01137679136288401,0.011376791463596077,a1_high,0.1621336521751694,0.8560000000000001,0.6606934480075961,0.005640776660070636,-0.005736014702813374,continuous_direct_verified,m_low,0.15898003460445426,0.8799085681140423,0.6116664993294092,0.003742165803694908,0.030000000000000027,1.10414978599721
6147,0.011928683751112546,0.011928683748078973,m_low,0.11282720237619635,1.1600000000000001,0.5754399373371569,0.0051701453728021625,-0.006758538378310384,continuous_direct_verified,m_low,0.11233334780831178,1.1692002435028552,0.564267601203698,0.002575696792195631,0.030000000000000027,1.1055945557255782
28606,0.00965253575523807,0.009652535926134196,gamma_low,0.13733339086907104,0.704,0.12022644346174131,0.0041886690443047716,-0.005463866710933299,continuous_direct_verified,gamma_low,0.1385339282763646,0.6956773184001166,0.13792815263137156,0.0019240905685826426,0.011372862732382472,1.2
38711,0.009545392485879725,0.00954539256280878,m_low,0.0748387888615351,1.1360000000000001,0.5495408738576245,0.006572110553894963,-0.0029732819319847623,continuous_direct_verified,gamma_high,0.07548219509407364,1.1284631337200408,0.5689711862844238,0.0030346002335049915,0.052285807284235375,1.2
31109,0.00986791209750062,0.009867912235322084,gamma_low,0.16714147460586176,1.072,0.06025595860743578,0.00439235541121984,-0.00547555668628078,continuous_direct_verified,gamma_low,0.1686479313745351,1.0651421513614856,0.07933452899149399,0.0012663444989173267,0.006041462367554873,1.2000000000000002
32053,0.014882952201167445,0.014882952386059833,a1_low,0.17411901194110282,1.12,0.26302679918953814,0.010661792698564406,-0.004221159502603039,continuous_direct_verified,m_low,0.18499213159354433,1.0551147100329399,0.39274144719377596,0.004896043057460608,0.030000000000000027,1.1736445584601725
3137,0.009468402405027613,0.009468402343495082,a1_high,0.1458769234571267,0.984,0.8317637711026709,0.004013936128109639,-0.005454466276917974,continuous_direct_verified,m_low,0.14329004481927854,1.0123190161585807,0.7805067646796793,0.0029172921416292796,0.030000000000000027,1.077170332603523
16011,0.009449979091089609,0.00944997895422573,gamma_low,0.09715291065645765,0.992,0.16595869074375605,0.005083299862389549,-0.00436667922870006,continuous_direct_verified,gamma_low,0.09756557792396656,0.9862471502442741,0.1751621394336547,0.0016437206420172323,0.015600285323419616,1.2
21454,0.009509288986053618,0.009509288896320982,a1_high,0.1418164685610188,0.47200000000000003,0.5495408738576245,0.005038087618334817,-0.004471201367718802,continuous_direct_verified,m_low,0.13783370014540977,0.4955235351622105,0.4938719108924822,0.0049862239070249115,0.030000000000000027,1.167950549895598
5645,0.03397504420473324,0.033975044240950936,m_low,0.19965167764040997,1.1680000000000001,1.0,0.02866878402170702,-0.005306260183026219,continuous_direct_verified,m_low,0.19969106173996873,1.1692485232651233,1.0,0.0025440214380348103,0.030000000000000027,1.0454518404593933
20642,0.011180383628320698,0.0111803838777109,a1_low,0.17093548320508786,0.44,0.19054607179632474,0.0041484683906550255,-0.007031915237665672,continuous_direct_verified,a1_low,0.1775448710588644,0.4175941820924016,0.25008867350674524,0.005101528025614255,0.016665395695421303,1.1711225707355184
