state_id,a1,a2,a3,m,gamma,continuous_mahalanobis
211,0.19454282373189927,0.025,0.0,1.1960608998313547,0.2667225644737482,3.927456659780632
212,0.1328987015411258,0.025,0.0,1.1628115709777922,0.31032258497551085,4.283456247020902
213,0.17925829682499173,0.025,0.0,0.9394967909622938,0.22673361387103796,4.109589978685046
214,0.14054508786648512,0.025,0.0,0.9565910702385009,0.32924173921346667,3.9359909928165164
215,0.10447243433445692,0.025,0.0,1.1822604658361524,0.4637345108576119,3.6946266982709792
216,0.13726239409297705,0.025,0.0,1.1598040599189698,0.26460970075801016,4.0714983836934024
217,0.07901196293532849,0.025,0.0,1.2648968129605054,0.7308800434228033,3.1530673107078524
218,0.19716888014227152,0.025,0.0,1.2793259990774095,0.4691719245351851,3.1550528577659427
219,0.15555988531559706,0.025,0.0,0.8144498432334513,0.334303596355021,3.2602864290153315
220,0.1642188223078847,0.025,0.0,1.1830189363658428,0.30000416075810793,4.024775674330129
221,0.1974054552614689,0.025,0.0,1.247528866985813,0.3120726638287306,3.880227476283508
222,0.0799670558422804,0.025,0.0,1.2110073916614055,0.389814872154966,3.2029282075152388
223,0.11020571179687977,0.025,0.0,0.947805257588625,0.5362561676371843,3.1352899600732096
224,0.1458628499880433,0.025,0.0,1.0228013976849615,0.44443708937615156,3.3797742195463227
225,0.1640108920633793,0.025,0.0,0.7489146493934095,0.17795284957624974,3.777422440371794
226,0.12902571931481363,0.025,0.0,1.468926471499726,0.28476185717619956,3.889289843624446
227,0.11390460133552552,0.025,0.0,1.4327946202922612,0.4546065740473568,3.2895480964402797
228,0.1401349013671279,0.025,0.0,0.7680934804305434,0.3067481741681695,3.324991320370148
229,0.193116114474833,0.025,0.0,1.5373168380744755,0.2732855090778321,3.591040579174711
230,0.15746983978897333,0.025,0.0,1.469069504244253,0.3346784401778132,3.4636109857014086
231,0.1990239053964615,0.025,0.0,1.5011788856983186,0.3834290870372206,3.1700586310454644
232,0.13285340908914806,0.025,0.0,0.7310842025838792,0.20124019552022218,3.8693720931117332
233,0.10496948808431626,0.025,0.0,0.9394520923029631,0.2603572193812579,3.618270320925202
234,0.12647133637219668,0.025,0.0,1.1784434397798031,0.22965747977606954,3.559213821147521
235,0.08328794110566379,0.025,0.0,0.9555304732453078,0.382022655820474,3.50897919951177
236,0.15570798814296724,0.025,0.0,1.5350109187886118,0.2633552295900881,3.623395066589869
237,0.17168160509318114,0.025,0.0,0.8731531496439129,0.20923768064007164,4.110447821711755
238,0.16090707015246153,0.025,0.0,1.4534032783750446,0.299533448247239,3.6376696801741795
239,0.12289129663258791,0.025,0.0,1.4847464905586094,0.27111574171110986,3.285806935452724
240,0.13853418435901405,0.025,0.0,1.2103764414880425,0.2599310537520796,3.9835048763722662
241,0.1410282438620925,0.025,0.0,0.7321146310400218,0.17962053951807322,3.486285758910153
242,0.1038881253451109,0.025,0.0,0.7305346322152764,0.18903750136494638,3.0718999033350687
243,0.08106945380568505,0.025,0.0,1.2851968023180962,0.49464558514766394,3.3032757715203855
244,0.15893671307712795,0.025,0.0,0.7809534707944841,0.30356152914464474,3.22312314999085
245,0.18083762787282467,0.025,0.0,1.4694986525177955,0.307007962288335,3.439279647476943
246,0.06920999940484762,0.025,0.0,0.9159857817273587,0.46778176217339934,3.1447630348031117
247,0.19243157468736172,0.025,0.0,1.1550574785564094,0.43670879502780735,3.1484478373685443
248,0.08279820438474417,0.025,0.0,1.2515541816037148,0.4094599123671651,3.276659308185898
249,0.17427672501653435,0.025,0.0,1.4857437962666153,0.28947464065626266,3.5194606791177367
250,0.13459909986704588,0.025,0.0,0.7498096622992307,0.2941086734738201,3.3450191980886
251,0.11985789053142071,0.025,0.0,0.9713540951814502,0.3372454423643649,4.154263838451154
252,0.09904900137335063,0.025,0.0,1.2117064258363097,0.5827243480831384,3.1622257937279477
253,0.07299477756023408,0.025,0.0,0.7991985542885959,0.3093351894896478,3.041825995475486
254,0.11583021394908428,0.025,0.0,1.0222503594774752,0.4409274386614561,3.6712972554550625
255,0.07930210828781128,0.025,0.0,0.7938699284754693,0.48759235100820664,3.143986096976829
256,0.1927900556474924,0.025,0.0,0.889107116414234,0.12344475221820175,3.219133016080817
257,0.12632579300552607,0.025,0.0,1.4353436893131584,0.4718784820567817,3.1393097829639696
258,0.10443987958133222,0.025,0.0,0.8339174660108983,0.4482842766493559,3.265832502547248
259,0.11167865917086602,0.025,0.0,0.8310590332653374,0.37959898644126955,3.546302097720502
