gamma_1,gamma_2,delta_gamma,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
0.0019828839491270716,0.0019966424501097935,1.3758500982721886e-05,0.002,1.043081283569336e-07,2.689922565168635e-08,2.6899225651686353e-07,1.4938491119628598e-06,0.018006655047203404,3.6013310094406806e-05,0.007469245559814299,0.0007469245559814299
0.0019966424501097935,0.0020104964162604992,1.3853966150705749e-05,0.002,1.043081283569336e-07,2.6926217179014797e-08,2.6926217179014797e-07,1.4953503074060659e-06,0.018006628310206992,3.601325662041399e-05,0.007476751537030329,0.000747675153703033
0.0020104964162604992,0.002024446509976804,1.3950093716304669e-05,0.002,1.043081283569336e-07,2.7047746573698314e-08,2.7047746573698313e-07,1.5021016924421717e-06,0.01800660149029131,3.601320298058262e-05,0.00751050846221086,0.000751050846221086
0.002024446509976804,0.002038493398252464,1.4046888275660255e-05,0.002,1.0803341865539551e-07,2.7435670793065026e-08,2.743567079306503e-07,1.5236474273886199e-06,0.018006574421280022,3.6013148842560045e-05,0.007618237136943098,0.0007618237136943097
0.002038493398252464,0.002052637752709252,1.4144354456787928e-05,0.002,1.043081283569336e-07,2.7450091064536668e-08,2.745009106453667e-07,1.524450570126696e-06,0.018006547147183204,3.601309429436641e-05,0.00762225285063348,0.000762225285063348
0.002052637752709252,0.0020668802496290823,1.4242496919830185e-05,0.002,1.0803341865539551e-07,2.775435028076682e-08,2.775435028076682e-07,1.5413500627194241e-06,0.01800651970766424,3.601303941532848e-05,0.00770675031359712,0.000770675031359712
0.0020668802496290823,0.0020812215699863392,1.4341320357256961e-05,0.002,1.0803341865539551e-07,2.7698666966485274e-08,2.769866696648527e-07,1.5382600193867968e-06,0.018006492151779976,3.601298430355995e-05,0.007691300096933984,0.0007691300096933986
0.0020812215699863392,0.002095662399480433,1.444082949409375e-05,0.002,1.0803341865539551e-07,2.8078062784366632e-08,2.807806278436663e-07,1.5593323662382078e-06,0.018006464428172688,3.6012928856345375e-05,0.007796661831191038,0.0007796661831191038
0.002095662399480433,0.0021102034285685966,1.4541029088163595e-05,0.002,1.1175870895385742e-07,2.849455195884451e-08,2.849455195884451e-07,1.5824648170314442e-06,0.01800643632147072,3.601287264294144e-05,0.007912324085157218,0.0007912324085157219
0.0021102034285685966,0.0021248453524988827,1.4641923930286144e-05,0.002,1.0803341865539551e-07,2.8260423024245536e-08,2.8260423024245534e-07,1.5694647608867269e-06,0.018006408126219266,3.601281625243853e-05,0.007847323804433634,0.0007847323804433635
0.0021248453524988827,0.0021395888713434215,1.4743518844538735e-05,0.002,1.1175870895385742e-07,2.8615103968543822e-08,2.8615103968543824e-07,1.5891647404123447e-06,0.018006379855318833,3.601275971063767e-05,0.007945823702061722,0.0007945823702061722
0.0021395888713434215,0.0021544346900318843,1.4845818688462818e-05,0.002,1.1175870895385742e-07,2.891119145348942e-08,2.891119145348942e-07,1.6056107659790804e-06,0.018006351268988755,3.6012702537977513e-05,0.008028053829895401,0.0008028053829895401
0.0021544346900318843,0.002169383518385184,1.4948828353299887e-05,0.002,1.1175870895385742e-07,2.907211095116297e-08,2.907211095116297e-07,1.6145501684258096e-06,0.01800632245420305,3.60126449084061e-05,0.008072750842129049,0.0008072750842129049
