state_id,candidate_id,a1,a2,a3,m,gamma,continuous_mahalanobis
22,3218,0.08328794110566379,0.025,0.0,0.9555304732453078,0.382022655820474,3.50897919951177
23,5751,0.1910652231425047,0.025,0.0,1.4917282143142074,0.9887606000062078,1.5137462500688772
24,19834,0.07459345795214177,0.025,0.0,0.5352471385058015,0.6224327247869224,1.7151060607260133
25,18098,0.08059042058885098,0.025,0.0,0.6315910695493221,0.09328672629781067,1.9433879406600794
26,3805,0.09404472783207894,0.025,0.0,1.188211494255811,0.7731298568379134,2.5378695391176262
27,43296,0.15373223628848792,0.025,0.0,0.7480926373787224,0.8148798314668239,1.597416844790962
28,4275,0.13169315196573736,0.025,0.0,1.7286261529568583,0.3426334612350911,2.689591448878315
29,36180,0.10920132510364056,0.025,0.0,0.5457618207205087,0.36658502179197966,1.5614292704093709
30,43799,0.1969919461756945,0.025,0.0,1.4612271728366613,0.6583884985465557,2.307351431259456
31,27967,0.1610231997445226,0.025,0.0,1.486010974450037,0.2522468554228544,3.7770130486400326
32,17431,0.19827512335032227,0.025,0.0,1.6436121199745686,0.1407182571478188,2.665257228910859
33,20831,0.1560580484569073,0.025,0.0,1.1569433105085045,0.1014820921421051,2.30603034778303
34,5023,0.15080739464610815,0.025,0.0,1.0234201047476381,0.9953987400047482,1.849371900614997
35,40429,0.08192953262478114,0.025,0.0,1.451960570672527,0.4049070726148784,2.950915286172651
36,37003,0.10495427157729864,0.025,0.0,1.7562558031920343,0.7476116594858467,1.6043629701879019
37,38365,0.09522563889622689,0.025,0.0,1.511236471394077,0.13449529519304634,1.6538135054826728
38,21077,0.05409994777292013,0.025,0.0,1.4790312875062228,0.7621055099926889,1.6926065047157466
39,27739,0.12214111648499966,0.025,0.0,1.039652141733095,0.4370843912102282,3.6503240432760076
40,24296,0.19751905854791404,0.025,0.0,0.8312181473709643,0.32620558455586435,3.2038562021010217
41,17770,0.05237830225378275,0.025,0.0,0.8441384599823505,0.4992005261592567,2.517523876152911
42,20628,0.11010943148285152,0.025,0.0,0.9379900784417987,0.08006009189411997,1.7134585239897449
43,10484,0.10416402779519558,0.025,0.0,0.7560967405699194,0.778241720078513,1.9207288010577985
44,44520,0.19803297072649004,0.025,0.0,0.7354034167248755,0.7601892822887748,1.5877942587367087
45,397,0.0758159175515175,0.025,0.0,1.0234817335940898,0.9260519578773528,2.5462061829798275
46,14103,0.19716888014227152,0.025,0.0,1.2793259990774095,0.4691719245351851,3.1550528577659427
47,18578,0.08350250106304885,0.025,0.0,0.999719295790419,0.619162384364754,3.0705267180486064
